Recording,Site,Day,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),File Offset (s),Begin File,Begin Path,Begin Date Time,species,background,exclusion code
4B,4,B,529,Spectrogram 1,1,1405.48158,1409.283662,475.7,1506.2,1405.482,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1405.482,TLWR,,0
4B,4,B,566,Spectrogram 1,1,1435.705201,1441.208672,832.4,1981.9,1435.705,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1435.705,TLWR,1,0
4B,4,B,1702,Spectrogram 1,1,1483.993061,1486.779518,434.8,2347.8,1483.993,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1483.993,TLWR,,0
4B,4,B,586,Spectrogram 1,1,1504.401031,1509.123252,713.5,3012.5,1504.401,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1504.401,TLWR,,0
4B,4,B,651,Spectrogram 1,1,1550.022913,1555.196523,786.6,2556.3,1550.023,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1550.023,TLWR,,0
4B,4,B,699,Spectrogram 1,1,1636.201376,1639.586792,399.5,2676.8,1636.201,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1636.201,TLWR,1,0
4B,4,B,724,Spectrogram 1,1,1700.174985,1706.928455,677.9,2006.3,1700.175,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1700.175,TLWR,,0
4B,4,B,759,Spectrogram 1,1,1736.57916,1744.652074,731,2860.4,1736.579,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1736.579,TLWR,,0
4B,4,B,795,Spectrogram 1,1,1831.116988,1834.901709,571.4,2845.6,1831.117,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1831.117,TLWR,,0
4B,4,B,862,Spectrogram 1,1,1878.452771,1885.049991,708.7,2637.8,1878.453,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1878.453,TLWR,,0
4B,4,B,967,Spectrogram 1,1,1998.39652,2006.851378,669.3,2637.8,1998.397,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,1998.397,TLWR,,0
4B,4,B,1025,Spectrogram 1,1,2137.506929,2143.583316,599,2149.2,2137.507,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2137.507,TLWR,,0
4B,4,B,1032,Spectrogram 1,1,2179.276721,2182.592692,634.2,2642.5,2179.277,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2179.277,TLWR,,0
4B,4,B,1036,Spectrogram 1,1,2226.028114,2237.851026,528.5,3488.1,2226.028,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2226.028,TLWR,,0
4B,4,B,1070,Spectrogram 1,1,2274.376729,2279.012144,563.7,2431.1,2274.377,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2274.377,TLWR,,0
4B,4,B,1074,Spectrogram 1,1,2293.421861,2298.664915,845.6,2078.8,2293.422,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2293.422,TLWR,,0
4B,4,B,1080,Spectrogram 1,1,2311.026021,2312.970475,1021.8,2818.7,2311.026,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2311.026,TLWR,1,0
4B,4,B,1102,Spectrogram 1,1,2311.95624,2315.220127,669.4,2889.2,2311.956,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2311.956,TLWR,1,0
4B,4,B,1155,Spectrogram 1,1,2438.792347,2442.507624,739.9,2219.7,2438.792,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2438.792,TLWR,,0
4B,4,B,1220,Spectrogram 1,1,2560.246148,2563.73573,792.8,2417.9,2560.246,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2560.246,TLWR,,0
4B,4,B,1223,Spectrogram 1,1,2599.621134,2603.475299,832.4,2497.2,2599.621,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2599.621,TLWR,,0
4B,4,B,1243,Spectrogram 1,1,2654.098219,2658.941967,872,2417.9,2654.098,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2654.098,TLWR,,0
4B,4,B,1267,Spectrogram 1,1,2673.504328,2685.457448,335.6,2449.7,2673.504,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2673.504,TLWR,,0
4B,4,B,1272,Spectrogram 1,1,2704.686416,2707.273221,554.9,3250.3,2704.686,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2704.686,TLWR,,0
4B,4,B,1286,Spectrogram 1,1,2728.83365,2732.722538,515.3,2299,2728.834,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2728.834,TLWR,1,0
4B,4,B,1278,Spectrogram 1,1,2741.941285,2753.434336,515.3,3725.9,2741.941,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2741.941,TLWR,,0
4B,4,B,1294,Spectrogram 1,1,2800.793368,2804.1267,356.7,2576.5,2800.793,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2800.793,TLWR,1,0
4B,4,B,1321,Spectrogram 1,1,2906.136428,2908.584344,436,2021.5,2906.136,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2906.136,TLWR,1,0
4B,4,B,1336,Spectrogram 1,1,2948.705857,2949.816968,673.8,2616.1,2948.706,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2948.706,TLWR,,0
4B,4,B,1334,Spectrogram 1,1,2952.056551,2957.490577,396.4,2338.6,2952.057,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2952.057,TLWR,,0
4B,4,B,1345,Spectrogram 1,1,2968.182954,2973.078786,668.6,1809.1,2968.183,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,2968.183,TLWR,1,0
4B,4,B,1780,Spectrogram 1,1,3007.91621,3022.757892,570.5,2080.5,3007.916,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3007.916,TLWR,,0
4B,4,B,1382,Spectrogram 1,1,3068.91721,3072.823459,639.2,2876.6,3068.917,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3068.917,TLWR,,0
4B,4,B,1395,Spectrogram 1,1,3094.86487,3097.660008,1038.8,1997.6,3094.865,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3094.865,TLWR,,0
4B,4,B,1413,Spectrogram 1,1,3128.769046,3131.650989,673.8,2457.5,3128.769,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3128.769,TLWR,,0
4B,4,B,1417,Spectrogram 1,1,3149.272511,3153.630148,519.4,3915.3,3149.273,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3149.273,TLWR,,0
4B,4,B,1443,Spectrogram 1,1,3178.141966,3182.725297,673.8,2713.6,3178.142,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3178.142,TLWR,,0
4B,4,B,1477,Spectrogram 1,1,3250.726683,3254.598209,594.6,2933.2,3250.727,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3250.727,TLWR,,0
4B,4,B,1503,Spectrogram 1,1,3308.565439,3311.10016,634.2,3012.5,3308.565,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3308.565,TLWR,,0
4B,4,B,1507,Spectrogram 1,1,3353.111972,3359.084192,634.2,3844.9,3353.112,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3353.112,TLWR,,0
4B,4,B,1565,Spectrogram 1,1,3489.444598,3492.77793,918.9,2140.4,3489.445,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3489.445,TLWR,,0
4B,4,B,1593,Spectrogram 1,1,3589.936267,3593.026544,479.4,2556.9,3589.936,S-04-306_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-20/S-04-306_20190120_100007.wav,3589.936,TLWR,1,0
4C,4,C,107,Spectrogram 1,1,1525.479475,1554.956569,357.1,2579.4,1525.479,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1525.479,TLWR,,0
4C,4,C,119,Spectrogram 1,1,1574.435729,1577.178783,317.5,2976.2,1574.436,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1574.436,TLWR,,0
4C,4,C,120,Spectrogram 1,1,1588.810724,1600.494747,595.2,3095.2,1588.811,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1588.811,TLWR,,0
4C,4,C,122,Spectrogram 1,1,1623.339899,1626.360731,515.9,3174.6,1623.34,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1623.34,TLWR,,0
4C,4,C,129,Spectrogram 1,1,1658.461414,1664.36419,277.8,2261.9,1658.461,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1658.461,TLWR,,0
4C,4,C,132,Spectrogram 1,1,1646.829474,1653.305166,317.5,2896.8,1646.829,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1646.829,TLWR,,0
4C,4,C,133,Spectrogram 1,1,1635.787811,1640.944059,436.5,3055.6,1635.788,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1635.788,TLWR,,0
4C,4,C,145,Spectrogram 1,1,1712.556555,1720.230163,476.2,2500,1712.557,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1712.557,TLWR,,0
4C,4,C,149,Spectrogram 1,1,1696.968349,1699.537792,317.5,2103.2,1696.968,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1696.968,TLWR,1,0
4C,4,C,151,Spectrogram 1,1,1686.013491,1691.464878,317.5,1944.4,1686.013,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1686.013,TLWR,1,0
4C,4,C,152,Spectrogram 1,1,1734.466273,1750.403767,277.8,2658.7,1734.466,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1734.466,TLWR,,0
4C,4,C,161,Spectrogram 1,1,1765.505866,1770.939892,396.8,1984.1,1765.506,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1765.506,TLWR,1,0
4C,4,C,171,Spectrogram 1,1,1834.73989,1840.104471,595.2,3254,1834.74,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1834.74,TLWR,,0
4C,4,C,177,Spectrogram 1,1,1888.383642,1895.206556,317.5,2460.3,1888.384,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1888.384,TLWR,,0
4C,4,C,194,Spectrogram 1,1,1964.127035,1968.571478,357.1,3055.6,1964.127,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1964.127,TLWR,,0
4C,4,C,196,Spectrogram 1,1,1974.595782,1978.588836,357.1,2301.6,1974.596,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1974.596,TLWR,1,0
4C,4,C,231,Spectrogram 1,1,2056.553433,2061.466626,317.5,2103.2,2056.553,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2056.553,TLWR,1,0
4C,4,C,235,Spectrogram 1,1,2089.157588,2098.098557,634.9,2500,2089.158,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2089.158,TLWR,,0
4C,4,C,240,Spectrogram 1,1,2111.117323,2115.683294,436.5,2658.7,2111.117,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2111.117,TLWR,,0
4C,4,C,252,Spectrogram 1,1,2183.788846,2187.764539,515.9,2381,2183.789,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2183.789,TLWR,,0
4C,4,C,253,Spectrogram 1,1,2195.94162,2200.212452,357.1,2936.5,2195.942,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2195.942,TLWR,,0
4C,4,C,271,Spectrogram 1,1,2277.345779,2284.341265,198.4,2460.3,2277.346,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2277.346,TLWR,,0
4C,4,C,274,Spectrogram 1,1,2311.597176,2324.045088,555.6,2857.1,2311.597,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2311.597,TLWR,,0
4C,4,C,277,Spectrogram 1,1,2301.146815,2304.931536,317.5,2103.2,2301.147,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2301.147,TLWR,1,0
4C,4,C,278,Spectrogram 1,1,2337.273212,2346.457236,357.1,3055.6,2337.273,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2337.273,TLWR,,0
4C,4,C,291,Spectrogram 1,1,2390.639186,2395.830156,317.5,2460.3,2390.639,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2390.639,TLWR,,0
4C,4,C,312,Spectrogram 1,1,2432.773569,2436.697179,436.5,1785.7,2432.774,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2432.774,TLWR,1,0
4C,4,C,313,Spectrogram 1,1,2441.158983,2460.028441,277.8,3809.5,2441.159,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2441.159,TLWR,,0
4C,4,C,314,Spectrogram 1,1,2468.795799,2472.702048,714.3,3214.3,2468.796,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2468.796,TLWR,,0
4C,4,C,329,Spectrogram 1,1,2530.651354,2537.387462,357.1,2500,2530.651,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2530.651,TLWR,,0
4C,4,C,332,Spectrogram 1,1,2514.193026,2521.745107,238.1,2103.2,2514.193,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2514.193,TLWR,,0
4C,4,C,339,Spectrogram 1,1,2548.551005,2555.963845,238.1,1984.1,2548.551,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2548.551,TLWR,1,0
4C,4,C,348,Spectrogram 1,1,2578.704829,2584.086772,317.5,2539.7,2578.705,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2578.705,TLWR,1,0
4C,4,C,374,Spectrogram 1,1,2670.977041,2682.174953,198.4,2261.9,2670.977,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2670.977,TLWR,,0
4C,4,C,382,Spectrogram 1,1,2687.400646,2704.186772,357.1,3571.4,2687.401,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2687.401,TLWR,,0
4C,4,C,393,Spectrogram 1,1,2742.259675,2760.9208,317.5,3412.7,2742.26,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2742.26,TLWR,,0
4C,4,C,394,Spectrogram 1,1,2795.990232,2801.702036,476.2,2777.8,2795.99,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2795.99,TLWR,,0
4C,4,C,416,Spectrogram 1,1,2858.696489,2863.939543,317.5,2182.5,2858.696,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2858.696,TLWR,1,0
4C,4,C,422,Spectrogram 1,1,2890.881915,2896.454829,317.5,1904.8,2890.882,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2890.882,TLWR,,0
4C,4,C,436,Spectrogram 1,1,2978.240933,2982.581209,396.8,3015.9,2978.241,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2978.241,TLWR,,0
4C,4,C,446,Spectrogram 1,1,2997.008287,3004.384694,476.2,3452.4,2997.008,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2997.008,TLWR,,0
4C,4,C,458,Spectrogram 1,1,2936.298566,2942.461758,39.7,2063.5,2936.299,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2936.299,TLWR,,0
4C,4,C,486,Spectrogram 1,1,3126.822857,3131.458272,317.5,2103.2,3126.823,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3126.823,TLWR,,0
4C,4,C,500,Spectrogram 1,1,3182.341608,3186.907579,436.5,2142.9,3182.342,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3182.342,TLWR,,0
4C,4,C,501,Spectrogram 1,1,3151.907591,3156.560367,158.7,1825.4,3151.908,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3151.908,TLWR,,0
4C,4,C,508,Spectrogram 1,1,3190.518689,3198.103429,357.1,1904.8,3190.519,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3190.519,TLWR,,0
4C,4,C,522,Spectrogram 1,1,3249.286759,3253.956896,476.2,3531.7,3249.287,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3249.287,TLWR,,0
4C,4,C,534,Spectrogram 1,1,3316.906201,3320.951338,119,1904.8,3316.906,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3316.906,TLWR,1,0
4C,4,C,542,Spectrogram 1,1,3353.225632,3357.199263,396.8,3055.6,3353.226,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3353.226,TLWR,,0
4C,4,C,544,Spectrogram 1,1,3475.181207,3482.698565,357.1,3690.5,3475.181,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3475.181,TLWR,,0
4C,4,C,581,Spectrogram 1,1,3452.700639,3462.023552,277.8,1746,3452.701,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3452.701,TLWR,1,0
4C,4,C,589,Spectrogram 1,1,3541.79577,3546.361741,277.8,1984.1,3541.796,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3541.796,TLWR,,0
4C,4,C,598,Spectrogram 1,1,3581.2229,3587.368732,436.5,2063.5,3581.223,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3581.223,TLWR,,0
4C,4,C,599,Spectrogram 1,1,3566.014572,3572.906931,357.1,2063.5,3566.015,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3566.015,TLWR,,0
4C,4,C,612,Spectrogram 1,1,714.4795104,736.1982529,238.1,1706.3,714.48,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,714.48,TLWR,1,0
4C,4,C,613,Spectrogram 1,1,840.4996464,850.013532,158.7,1825.4,840.5,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,840.5,TLWR,1,0
4C,4,C,620,Spectrogram 1,1,1074.414925,1086.585059,357.1,2063.5,1074.415,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1074.415,TLWR,1,0
4C,4,C,634,Spectrogram 1,1,1463.399605,1466.264188,277.8,2182.5,1463.4,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1463.4,TLWR,1,0
4C,4,C,647,Spectrogram 1,1,1725.212116,1728.40656,357.1,1984.1,1725.212,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,1725.212,TLWR,1,0
4C,4,C,662,Spectrogram 1,1,2034.976,2041.069748,277.8,1984.1,2034.976,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,2034.976,TLWR,1,0
4C,4,C,712,Spectrogram 1,1,3115.04996,3119.945792,277.8,2301.6,3115.05,S-04-306_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 04/S-04-306_000/S-04-306_2019-01-31/S-04-306_20190131_100007.wav,3115.05,TLWR,1,0
